panel_observation_id,year,period,period_order,year_period_key,category,normalized_indicator,panel_entity,unit_mode,value_mean,value_median,value_sum,value_min,value_max,value_std,value_count,n_source_files,n_source_sheets,n_value_columns,n_raw_labels,value_winsorized,value_lag_1,value_lag_2,value_lag_4,value_change_lag_1,value_change_lag_2,value_change_lag_4,value_pct_change_lag_1,value_pct_change_lag_2,value_pct_change_lag_4,value_rolling_mean_2,value_rolling_std_2,value_rolling_mean_4,value_rolling_std_4,value_robust_z_by_entity,value_abs_robust_z_by_entity,value_minmax_by_entity,value_robust_z_by_period,is_core_indicator,is_revenue_related,is_expenditure_related,is_debt_related,is_surplus_deficit_related,risk_component_entity_deviation_raw,risk_component_entity_deviation,risk_component_period_deviation_raw,risk_component_period_deviation,risk_component_temporal_change_raw,risk_component_temporal_change,risk_component_rolling_instability_raw,risk_component_rolling_instability,risk_component_source_uncertainty_raw,risk_component_source_uncertainty,panel_fiscal_risk_score_0_100,panel_anomaly_threshold_quantile,panel_anomaly_threshold_value,panel_fiscal_anomaly_label,panel_fiscal_anomaly_label_q60,panel_fiscal_anomaly_label_q70,panel_fiscal_anomaly_label_q80,panel_fiscal_anomaly_label_q90,label_high_entity_deviation,label_high_period_deviation,label_high_temporal_change,label_high_rolling_instability,label_high_source_uncertainty,panel_multi_component_anomaly_label,panel_risk_level,panel_traceability_index_0_1,panel_interpretability_index_0_1,panel_audit_readiness_index_0_1,panel_governance_alignment_index_0_1,panel_risk_signal_completeness_0_1,panel_temporal_support_index_0_1,panel_decision_usability_index_0_1,panel_interpretability_score_1_5,panel_decision_usability_score_1_5
2023__q2__debt_domestic_debt_end_of_period_balance,2023,Q2,2,2023__q2,Debt,domestic_debt,debt_domestic_debt_end_of_period_balance,unspecified,623536.0,623536.0,623536.0,623536.0,623536.0,,1,1,1,1,1,623536.0,618504.26855091,604758.0,610051.0,5031.731449089944,18778.0,13485.0,0.008135322106796,0.031050436703607,0.0221047092784045,621020.134275455,3557.9714287611127,615438.5671377275,7943.012223326035,-0.0939095746853954,0.0939095746853954,0.2779386526183278,16.09965805835853,1,0,0,1,0,0.0939095746853954,1.3363001750570463e-07,16.09965805835853,0.298054117556184,0.0019163267638315617,0.0033415632318449496,0.007431821029551862,0.007431821029551862,1.0,1.0,21.139394940104385,0.75,16.43839004488965,1,1,1,1,1,0,1,0,0,1,1,high,0.0,0.9957627118644068,1.0,0.6485169491525423,1.0,1.0,0.8769809322033897,4.983050847457627,4.507923728813559
2023__q3__debt_domestic_debt_end_of_period_balance,2023,Q3,3,2023__q3,Debt,domestic_debt,debt_domestic_debt_end_of_period_balance,unspecified,628637.0,628637.0,1257274.0,628637.0,628637.0,0.0,2,2,1,1,1,628637.0,623536.0,618504.26855091,614956.0,5101.0,10132.731449089944,13681.0,0.0081807626183572,0.0163826378641328,0.0222471201191629,626086.5,3606.951690832579,618858.8171377275,10270.469776130338,0.0939095746853954,0.0939095746853954,0.310046021031175,9.877399007482516,1,0,0,1,0,0.0939095746853954,1.3363001750570463e-07,9.877399007482516,0.18286099209399548,0.0019427075781593037,0.003387564342327514,0.009074349307434146,0.009074349307434146,0.8802405498281787,0.8802405498281787,17.06469862466118,0.75,16.43839004488965,1,1,1,0,0,0,1,0,0,0,0,high,0.1197594501718213,1.0,1.0,0.6919158075601375,1.0,1.0,0.8921705326460481,5.0,4.568682130584192
2023__q4__debt_domestic_debt_end_of_period_balance,2023,Q4,4,2023__q4,Debt,domestic_debt,debt_domestic_debt_end_of_period_balance,unspecified,644405.31632691,644405.31632691,644405.31632691,644405.31632691,644405.31632691,,1,1,1,1,1,644405.31632691,628637.0,623536.0,604758.0,15768.316326910048,20869.316326910048,39647.31632691005,0.0250833411442693,0.0334693046222031,0.0655589778504956,636521.1581634551,11149.883402652607,628770.646219455,11213.99129297831,0.6745,0.6745,0.4092969799722479,6.144905628317201,1,0,0,1,0,0.6745,9.59789745716047e-07,6.144905628317201,0.11376107603498055,0.006005337700019614,0.0104717087043521,0.013792144688904308,0.013792144688904308,1.0,1.0,17.691566658812587,0.75,16.43839004488965,1,1,1,1,0,0,1,0,0,1,1,high,0.0,0.9957627118644068,1.0,0.6485169491525423,1.0,1.0,0.8769809322033897,4.983050847457627,4.507923728813559
2023__end_year_annual__debt_domestic_debt_end_of_period_balance,2023,End-Year/Annual,5,2023__end_year_annual,Debt,domestic_debt,debt_domestic_debt_end_of_period_balance,unspecified,644405.31632691,644405.31632691,644405.31632691,644405.31632691,644405.31632691,,1,1,1,1,1,644405.31632691,644405.31632691,628637.0,618504.26855091,0.0,15768.316326910048,25901.047775999992,0.0,0.0250833411442693,0.0418769103027912,644405.31632691,0.0,635245.9081634551,10779.442349816874,0.6745,0.6745,0.4092969799722479,5.523226402164954,1,0,0,1,0,0.6745,9.59789745716047e-07,5.523226402164954,0.10225188419487066,0.0,0.0,0.007485063862221179,0.007485063862221179,1.0,1.0,17.157342435523102,0.75,16.43839004488965,1,1,1,1,0,0,1,0,0,1,1,high,0.0,0.9957627118644068,1.0,0.6485169491525423,1.0,1.0,0.8769809322033897,4.983050847457627,4.507923728813559
2024__q2__debt_domestic_debt_end_of_period_balance,2024,Q2,2,2024__q2,Debt,domestic_debt,debt_domestic_debt_end_of_period_balance,unspecified,680291.557886,680291.557886,680291.557886,680291.557886,680291.557886,,1,1,1,1,1,680291.557886,644405.31632691,644405.31632691,623536.0,35886.24155908998,35886.24155908998,56755.55788600002,0.0556889284583194,0.0556889284583194,0.091022102791178,662348.437106455,25375.404757730765,649434.797634955,21872.96203162702,1.995833731374829,1.995833731374829,0.6351767640714692,11.572702711644498,1,0,0,1,0,1.995833731374829,2.8400011112346275e-06,11.572702711644498,0.21424627044600336,0.01366721687698816,0.023831984325304038,0.028855433815713073,0.028855433815713073,1.0,1.0,20.19448180269518,0.75,16.43839004488965,1,1,1,1,1,1,1,1,0,1,1,high,0.0,0.9957627118644068,1.0,0.6485169491525423,1.0,1.0,0.8769809322033897,4.983050847457627,4.507923728813559
2024__q3__debt_domestic_debt_end_of_period_balance,2024,Q3,3,2024__q3,Debt,domestic_debt,debt_domestic_debt_end_of_period_balance,unspecified,688718.0,688718.0,688718.0,688718.0,688718.0,,1,1,1,1,1,688718.0,680291.557886,644405.31632691,628637.0,8426.442113999976,44312.68367308995,60081.0,0.0123865157759491,0.0687652360251632,0.0955734390435179,684504.778943,5958.394360082923,664455.047634955,23405.62158577545,2.306095874106388,2.306095874106388,0.6882155567324626,9.143824498613265,1,0,0,1,0,2.306095874106388,3.281493213647732e-06,9.143824498613265,0.1692802749066996,0.003209196798219631,0.00559598406027785,0.01946166744255424,0.01946166744255424,1.0,1.0,18.789548635774274,0.75,16.43839004488965,1,1,1,1,0,1,1,0,0,1,1,high,0.0,0.9957627118644068,1.0,0.6485169491525423,1.0,1.0,0.8769809322033897,4.983050847457627,4.507923728813559
2024__q4__debt_domestic_debt_end_of_period_balance,2024,Q4,4,2024__q4,Debt,domestic_debt,debt_domestic_debt_end_of_period_balance,unspecified,738252.18868397,738252.18868397,738252.18868397,738252.18868397,738252.18868397,,1,1,1,1,1,738252.18868397,688718.0,680291.557886,644405.31632691,49534.18868397002,57960.63079796999,93846.87235705995,0.0719223088172082,0.0851996914059644,0.1456332993836614,713485.094341985,35025.96071900851,687916.76572422,38668.19021768164,4.129947899865161,4.129947899865161,1.0,5.598070283812937,1,0,0,1,0,4.129947899865161,5.876770414576878e-06,5.598070283812937,0.10363747431226371,0.01886501532517008,0.0328955597597241,0.04571555661385163,0.04571555661385163,1.0,1.0,18.416570333759967,0.75,16.43839004488965,1,1,1,1,0,1,1,1,1,1,1,high,0.0,0.9957627118644068,1.0,0.6485169491525423,1.0,1.0,0.8769809322033897,4.983050847457627,4.507923728813559
2022__q1__debt_domestic_debt_financing_from_domestic_borrowing,2022,Q1,1,2022__q1,Debt,domestic_debt,debt_domestic_debt_financing_from_domestic_borrowing,unspecified,0.0,0.0,0.0,0.0,0.0,,1,1,1,1,1,0.0,,,,,,,,,,0.0,,0.0,,-0.5039526306789697,0.5039526306789697,0.0,-0.6744999999999999,1,0,0,1,0,0.5039526306789697,7.171068454444792e-07,0.6744999999999999,0.01248706659252757,0.0,0.0,0.0,0.0,1.0,1.0,15.249762845055914,0.75,16.43839004488965,0,0,0,0,0,0,0,0,0,1,0,moderate,0.0,0.9491525423728814,1.0,0.6322033898305084,1.0,0.2857142857142857,0.6569854721549636,4.796610169491526,3.6279418886198544
2022__q2__debt_domestic_debt_financing_from_domestic_borrowing,2022,Q2,2,2022__q2,Debt,domestic_debt,debt_domestic_debt_financing_from_domestic_borrowing,unspecified,0.0,0.0,0.0,0.0,0.0,,1,1,1,1,1,0.0,0.0,,,0.0,,,,,,0.0,0.0,0.0,0.0,-0.5039526306789697,0.5039526306789697,0.0,-0.6745998224063934,1,0,0,1,0,0.5039526306789697,7.171068454444792e-07,0.6745998224063934,0.012488914611854572,0.0,0.0,0.0,0.0,1.0,1.0,15.249799805442454,0.75,16.43839004488965,0,0,0,0,0,0,0,0,0,1,0,moderate,0.0,0.9661016949152542,1.0,0.638135593220339,1.0,0.8571428571428571,0.8304903147699757,4.864406779661017,4.321961259079902
2022__q3__debt_domestic_debt_financing_from_domestic_borrowing,2022,Q3,3,2022__q3,Debt,domestic_debt,debt_domestic_debt_financing_from_domestic_borrowing,unspecified,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,2,1,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,-0.5039526306789697,0.5039526306789697,0.0,-0.71170203484536,1,0,0,1,0,0.5039526306789697,7.171068454444792e-07,0.71170203484536,0.013175790516162179,0.0,0.0,0.0,0.0,0.9969072164948454,0.9969072164948454,15.217145570951288,0.75,16.43839004488965,0,0,0,0,0,0,0,0,0,0,0,moderate,0.003092783505154639,0.978813559322034,1.0,0.6436672199895159,1.0,0.8571428571428571,0.8324263841391877,4.915254237288136,4.329705536556751
2022__end_year_annual__debt_domestic_debt_financing_from_domestic_borrowing,2022,End-Year/Annual,5,2022__end_year_annual,Debt,domestic_debt,debt_domestic_debt_financing_from_domestic_borrowing,unspecified,0.0,0.0,0.0,0.0,0.0,,1,1,1,1,1,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,-0.5039526306789697,0.5039526306789697,0.0,-0.6745,1,0,0,1,0,0.5039526306789697,7.171068454444792e-07,0.6745,0.012487066592527574,0.0,0.0,0.0,0.0,1.0,1.0,15.249762845055914,0.75,16.43839004488965,0,0,0,0,0,0,0,0,0,1,0,moderate,0.0,0.9745762711864407,1.0,0.6411016949152541,1.0,0.8571428571428571,0.831528450363196,4.898305084745763,4.3261138014527845
2023__q1__debt_domestic_debt_financing_from_domestic_borrowing,2023,Q1,1,2023__q1,Debt,domestic_debt,debt_domestic_debt_financing_from_domestic_borrowing,unspecified,0.0,0.0,0.0,0.0,0.0,,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,-0.5039526306789697,0.5039526306789697,0.0,-0.6745,1,0,0,1,0,0.5039526306789697,7.171068454444792e-07,0.6745,0.012487066592527574,0.0,0.0,0.0,0.0,1.0,1.0,15.249762845055914,0.75,16.43839004488965,0,0,0,0,0,0,0,0,0,1,0,moderate,0.0,0.9830508474576272,1.0,0.6440677966101696,1.0,0.8571428571428571,0.8325665859564164,4.932203389830509,4.330266343825666
2023__q2__debt_domestic_debt_financing_from_domestic_borrowing,2023,Q2,2,2023__q2,Debt,domestic_debt,debt_domestic_debt_financing_from_domestic_borrowing,unspecified,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,-0.5039526306789697,0.5039526306789697,0.0,-0.688177189939531,1,0,0,1,0,0.5039526306789697,7.171068454444792e-07,0.688177189939531,0.012740273385075494,0.0,0.0,0.0,0.0,0.9969072164948454,0.9969072164948454,15.208435228329552,0.75,16.43839004488965,0,0,0,0,0,0,0,0,0,0,0,moderate,0.003092783505154639,0.9872881355932204,1.0,0.6466333216844312,1.0,0.8571428571428571,0.833464519732408,4.9491525423728815,4.333858078929632
2023__q3__debt_domestic_debt_financing_from_domestic_borrowing,2023,Q3,3,2023__q3,Debt,domestic_debt,debt_domestic_debt_financing_from_domestic_borrowing,unspecified,0.0,0.0,0.0,0.0,0.0,,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,-0.5039526306789697,0.5039526306789697,0.0,-0.7085621901231662,1,0,0,1,0,0.5039526306789697,7.171068454444792e-07,0.7085621901231662,0.013117662346946123,0.0,0.0,0.0,0.0,1.0,1.0,15.262374760144285,0.75,16.43839004488965,0,0,0,0,0,0,0,0,0,1,0,moderate,0.0,0.9830508474576272,1.0,0.6440677966101696,1.0,0.8571428571428571,0.8325665859564164,4.932203389830509,4.330266343825666
2023__q4__debt_domestic_debt_financing_from_domestic_borrowing,2023,Q4,4,2023__q4,Debt,domestic_debt,debt_domestic_debt_financing_from_domestic_borrowing,unspecified,20946.49116594061,20946.49116594061,20946.49116594061,20946.49116594061,20946.49116594061,,1,1,1,1,1,20946.49116594061,0.0,0.0,0.0,20946.49116594061,20946.49116594061,20946.49116594061,,,,10473.245582970305,14811.405945500715,5236.622791485152,10473.245582970305,1.7638342073763935,1.7638342073763935,1.0,-0.4736119013015391,1,0,0,1,0,1.7638342073763935,2.5098739590556767e-06,0.4736119013015391,0.008768010897799725,0.007977436702409517,0.013910523858594466,0.015249882668465487,0.015249882668465487,1.0,1.0,15.682394231373637,0.75,16.43839004488965,0,1,0,0,0,1,0,0,0,1,1,moderate,0.0,0.9830508474576272,1.0,0.6440677966101696,1.0,0.8571428571428571,0.8325665859564164,4.932203389830509,4.330266343825666
2023__end_year_annual__debt_domestic_debt_financing_from_domestic_borrowing,2023,End-Year/Annual,5,2023__end_year_annual,Debt,domestic_debt,debt_domestic_debt_financing_from_domestic_borrowing,unspecified,20946.49116594061,20946.49116594061,20946.49116594061,20946.49116594061,20946.49116594061,,1,1,1,1,1,20946.49116594061,20946.49116594061,0.0,0.0,0.0,20946.49116594061,20946.49116594061,0.0,,,20946.49116594061,0.0,10473.245582970305,12093.46231323393,1.7638342073763935,1.7638342073763935,1.0,-0.4730442752643483,1,0,0,1,0,1.7638342073763935,2.5098739590556767e-06,0.4730442752643483,0.008757502396500905,0.0,0.0,0.008397497272338844,0.008397497272338844,1.0,1.0,15.301187803233873,0.75,16.43839004488965,0,0,0,0,0,1,0,0,0,1,1,moderate,0.0,0.9872881355932204,1.0,0.645550847457627,1.0,1.0,0.8759427966101694,4.9491525423728815,4.5037711864406775
2022__q1__debt_domestic_debt_issuances_or_borrowings,2022,Q1,1,2022__q1,Debt,domestic_debt,debt_domestic_debt_issuances_or_borrowings,unspecified,52629.0,52629.0,52629.0,52629.0,52629.0,,1,1,1,1,1,52629.0,,,,,,,,,,52629.0,,52629.0,,-1.276344632152267,1.276344632152267,0.2590132164211344,2.2276069481913927,1,0,0,1,0,1.276344632152267,1.8161934617338261e-06,2.2276069481913927,0.041239846262480416,0.0,0.0,0.0,0.0,1.0,1.0,15.824851411053459,0.75,16.43839004488965,0,1,0,0,0,1,1,0,0,1,1,high,0.0,0.9491525423728814,1.0,0.6322033898305084,1.0,0.2857142857142857,0.6569854721549636,4.796610169491526,3.6279418886198544
2022__q3__debt_domestic_debt_issuances_or_borrowings,2022,Q3,3,2022__q3,Debt,domestic_debt,debt_domestic_debt_issuances_or_borrowings,unspecified,93228.0,93228.0,93228.0,93228.0,93228.0,,1,1,1,1,1,93228.0,52629.0,,,40599.0,,,0.7714187995211765,,,72928.5,28707.828209392643,72928.5,28707.828209392643,0.1893742299148533,0.1893742299148533,0.5204884083271036,1.2486039165822045,1,0,0,1,0,0.1893742299148533,2.694728598593762e-07,1.2486039165822045,0.023115493334399898,0.015462073639055817,0.0269617362422275,0.035396296483200536,0.035396296483200536,1.0,1.0,16.53249712296635,0.75,16.43839004488965,1,1,1,0,0,0,0,1,0,1,1,high,0.0,0.9703389830508474,1.0,0.6396186440677966,1.0,1.0,0.8738665254237288,4.881355932203389,4.495466101694915
2022__q4__debt_domestic_debt_issuances_or_borrowings,2022,Q4,4,2022__q4,Debt,domestic_debt,debt_domestic_debt_issuances_or_borrowings,unspecified,106650.0,106650.0,106650.0,106650.0,106650.0,,1,1,1,1,1,106650.0,93228.0,52629.0,,13422.0,54021.0,,0.1439696228600849,1.0264492960155047,,99939.0,9490.78721708584,84169.0,28126.78831647865,0.6739398243054758,0.6739398243054758,0.6069319174224488,0.4133328416286509,1,0,0,1,0,0.6739398243054758,9.589926354307932e-07,0.4133328416286509,0.007652060368118038,0.005111748724625408,0.00891352764623808,0.024642516390507463,0.024642516390507463,1.0,1.0,15.700978275923797,0.75,16.43839004488965,0,1,0,0,0,0,0,0,0,1,0,moderate,0.0,0.9830508474576272,1.0,0.6440677966101696,1.0,1.0,0.8754237288135593,4.932203389830509,4.501694915254237
2022__end_year_annual__debt_domestic_debt_issuances_or_borrowings,2022,End-Year/Annual,5,2022__end_year_annual,Debt,domestic_debt,debt_domestic_debt_issuances_or_borrowings,unspecified,83008.0,83008.0,83008.0,83008.0,83008.0,,1,1,1,1,1,83008.0,106650.0,93228.0,,-23642.0,-10220.0,,-0.2216783872480075,-0.10962371819625,,94829.0,16717.418520812356,83878.75,22972.76200742958,-0.1795916749184175,0.1795916749184175,0.4546671698414511,1.6815756604787055,1,0,0,1,0,0.1795916749184175,2.5555262861774186e-07,1.6815756604787055,0.031131130100476107,0.009004020048111816,0.015700611659468438,0.024955917206244994,0.024955917206244994,1.0,1.0,16.310981259871422,0.75,16.43839004488965,0,1,1,0,0,0,0,0,0,1,0,high,0.0,0.9830508474576272,1.0,0.6440677966101696,1.0,1.0,0.8754237288135593,4.932203389830509,4.501694915254237
2023__q1__debt_domestic_debt_issuances_or_borrowings,2023,Q1,1,2023__q1,Debt,domestic_debt,debt_domestic_debt_issuances_or_borrowings,unspecified,12412.26855091,12412.26855091,12412.26855091,12412.26855091,12412.26855091,,1,1,1,1,1,12412.26855091,83008.0,106650.0,52629.0,-70595.73144909,-94237.73144909,-40216.73144909,-0.8504690083978653,-0.8836167974598219,-0.7641553411444262,47710.134275455,49918.72043047596,73824.5671377275,42070.60773782004,-2.7282627053959216,2.7282627053959216,0.0,0.0111305045249819,1,0,0,1,0,2.7282627053959216,3.882221746862158e-06,0.0111305045249819,0.00020605982388714376,0.0268862806207181,0.046882509005731245,0.056099392153612454,0.056099392153612454,1.0,1.0,16.783378725548957,0.75,16.43839004488965,1,1,1,0,0,1,0,1,1,1,1,high,0.0,0.9957627118644068,1.0,0.6485169491525423,1.0,1.0,0.8769809322033897,4.983050847457627,4.507923728813559
2023__q2__debt_domestic_debt_issuances_or_borrowings,2023,Q2,2,2023__q2,Debt,domestic_debt,debt_domestic_debt_issuances_or_borrowings,unspecified,22597.0,22597.0,22597.0,22597.0,22597.0,,1,1,1,1,1,22597.0,12412.26855091,83008.0,93228.0,10184.73144909,-60411.0,-70631.0,0.8205374712379481,-0.7277732266769468,-0.7576157377611876,17504.634275455,7201.692672215433,56166.8171377275,45863.54396121983,-2.360570077744516,2.360570077744516,0.0655940937008686,-0.0797845500505891,1,0,0,1,0,2.360570077744516,3.359008086973044e-06,0.0797845500505891,0.0014770570638051226,0.0038788502126199066,0.006763681172207386,0.03572571344180827,0.03572571344180827,1.0,1.0,15.700801236589983,0.75,16.43839004488965,0,1,0,0,0,1,0,0,0,1,1,moderate,0.0,0.9957627118644068,1.0,0.6485169491525423,1.0,1.0,0.8769809322033897,4.983050847457627,4.507923728813559
2023__q3__debt_domestic_debt_issuances_or_borrowings,2023,Q3,3,2023__q3,Debt,domestic_debt,debt_domestic_debt_issuances_or_borrowings,unspecified,69284.0,69284.0,138568.0,69284.0,69284.0,0.0,2,2,1,1,1,69284.0,22597.0,12412.26855091,106650.0,46687.0,56871.73144909,-37366.0,2.066070717351861,4.581896630404478,-0.3503609939052977,45940.5,33012.69429325635,46825.3171377275,34568.04034260973,-0.6750601756945243,0.6750601756945243,0.3662786495892892,0.4581488619067209,1,0,0,1,0,0.6750601756945243,9.605868560013008e-07,0.4581488619067209,0.008481742546953214,0.017780697349282615,0.03100479814837473,0.04178413422467051,0.04178413422467051,0.8802405498281787,0.8802405498281787,14.620129892304975,0.75,16.43839004488965,0,0,0,0,0,0,0,1,1,0,1,low,0.1197594501718213,1.0,1.0,0.6919158075601375,1.0,1.0,0.8921705326460481,5.0,4.568682130584192
2023__q4__debt_domestic_debt_issuances_or_borrowings,2023,Q4,4,2023__q4,Debt,domestic_debt,debt_domestic_debt_issuances_or_borrowings,unspecified,87982.51632691,87982.51632691,87982.51632691,87982.51632691,87982.51632691,,1,1,1,1,1,87982.51632691,69284.0,22597.0,83008.0,18698.51632691,65385.51632691,4974.516326910001,0.2698821708750938,2.8935485386073374,0.0599281554417646,78633.258163455,13221.847692885436,48068.946219455,36347.3533754498,0.0,0.0,0.4867052153898186,0.2380294930267653,1,0,0,1,0,0.0,0.0,0.2380294930267653,0.004406656976146473,0.00712130312816686,0.012417655039334622,0.03236029136914677,0.03236029136914677,1.0,1.0,15.821890610846822,0.75,16.43839004488965,0,1,0,0,0,0,0,0,0,1,0,high,0.0,0.9957627118644068,1.0,0.6485169491525423,1.0,1.0,0.8769809322033897,4.983050847457627,4.507923728813559
2023__end_year_annual__debt_domestic_debt_issuances_or_borrowings,2023,End-Year/Annual,5,2023__end_year_annual,Debt,domestic_debt,debt_domestic_debt_issuances_or_borrowings,unspecified,87982.51632691,87982.51632691,87982.51632691,87982.51632691,87982.51632691,,1,1,1,1,1,87982.51632691,87982.51632691,69284.0,12412.26855091,0.0,18698.51632691,75570.247776,0.0,0.2698821708750938,6.08835101061841,87982.51632691,0.0,66961.508163455,30861.89193451025,0.0,0.0,0.4867052153898186,0.1716914086043514,1,0,0,1,0,0.0,0.0,0.1716914086043514,0.0031785352892622644,0.0,0.0,0.021429979821052835,0.021429979821052835,1.0,1.0,15.385020403101038,0.75,16.43839004488965,0,0,0,0,0,0,0,0,0,1,0,moderate,0.0,0.9957627118644068,1.0,0.6485169491525423,1.0,1.0,0.8769809322033897,4.983050847457627,4.507923728813559
2024__q2__debt_domestic_debt_issuances_or_borrowings,2024,Q2,2,2024__q2,Debt,domestic_debt,debt_domestic_debt_issuances_or_borrowings,unspecified,103999.390886,103999.390886,103999.390886,103999.390886,103999.390886,,1,1,1,1,1,103999.390886,87982.51632691,87982.51632691,22597.0,16016.874559089993,16016.874559089993,81402.390886,0.1820461067466779,0.1820461067466779,3.6023538914900204,95990.953606455,11325.64061414682,87312.105884955,14193.625128047388,0.5782466354496708,0.5782466354496708,0.589860843584402,1.1668334647696963,1,0,0,1,0,0.5782466354496708,8.228245977752398e-07,1.1668334647696963,0.021601671129679575,0.006100002988347412,0.010636779741702584,0.01595581541224321,0.01595581541224321,1.0,1.0,15.884130933349224,0.75,16.43839004488965,0,1,0,0,0,0,0,0,0,1,0,high,0.0,0.9957627118644068,1.0,0.6485169491525423,1.0,1.0,0.8769809322033897,4.983050847457627,4.507923728813559
2024__q3__debt_domestic_debt_issuances_or_borrowings,2024,Q3,3,2024__q3,Debt,domestic_debt,debt_domestic_debt_issuances_or_borrowings,unspecified,117245.0,117245.0,117245.0,117245.0,117245.0,,1,1,1,1,1,117245.0,103999.390886,87982.51632691,69284.0,13245.609114000006,29262.48367309,47961.0,0.127362372040422,0.3325943027630807,0.692237746088563,110622.195443,9366.060025455712,99302.355884955,14145.413283463546,1.05644410627304,1.05644410627304,0.675168318768387,0.9729254428533216,1,0,0,1,0,1.05644410627304,1.5032827577806043e-06,0.9729254428533216,0.018011838094104976,0.005044570303098987,0.008796386380153983,0.014866906030599964,0.014866906030599964,1.0,1.0,15.759213178426911,0.75,16.43839004488965,0,1,0,0,0,1,0,0,0,1,1,moderate,0.0,0.9957627118644068,1.0,0.6485169491525423,1.0,1.0,0.8769809322033897,4.983050847457627,4.507923728813559
2024__q4__debt_domestic_debt_issuances_or_borrowings,2024,Q4,4,2024__q4,Debt,domestic_debt,debt_domestic_debt_issuances_or_borrowings,unspecified,167681.30078323002,167681.30078323002,167681.30078323002,167681.30078323002,167681.30078323002,,1,1,1,1,1,167681.30078323002,117245.0,103999.390886,87982.51632691,50436.30078323002,63681.90989723003,79698.78445632002,0.4301786923385221,0.6123296430364252,0.9058479773434672,142463.150391615,35663.8503017863,119227.051999035,34447.280626621665,2.8773125363050824,2.8773125363050824,1.0,0.7502055868277726,1,0,0,1,0,2.8773125363050824,4.094314407065751e-06,0.7502055868277726,0.01388860951935452,0.019208588471169026,0.03349465977428732,0.04312819574001827,0.04312819574001827,1.0,1.0,16.594711151405324,0.75,16.43839004488965,1,1,1,0,0,1,0,1,1,1,1,high,0.0,0.9957627118644068,1.0,0.6485169491525423,1.0,1.0,0.8769809322033897,4.983050847457627,4.507923728813559
2022__q1__debt_domestic_debt_principal_repayment,2022,Q1,1,2022__q1,Debt,domestic_debt,debt_domestic_debt_principal_repayment,unspecified,31997.0,31997.0,31997.0,31997.0,31997.0,,1,1,1,1,1,31997.0,,,,,,,,,,31997.0,,31997.0,,-0.9115206718071792,0.9115206718071792,0.3560559401381425,1.0899020601052647,1,0,0,1,0,0.9115206718071792,1.29706181439397e-06,1.0899020601052647,0.020177434549840518,0.0,0.0,0.0,0.0,1.0,1.0,15.403587602851243,0.75,16.43839004488965,0,0,0,0,0,0,0,0,0,1,0,moderate,0.0,0.9491525423728814,1.0,0.6322033898305084,1.0,0.2857142857142857,0.6569854721549636,4.796610169491526,3.6279418886198544
2022__q3__debt_domestic_debt_principal_repayment,2022,Q3,3,2022__q3,Debt,domestic_debt,debt_domestic_debt_principal_repayment,unspecified,41924.0,41924.0,41924.0,41924.0,41924.0,,1,1,1,1,1,41924.0,31997.0,,,9927.0,,,0.3102478357346001,,,36960.5,7019.4490168388575,36960.5,7019.4490168388575,-0.4811441814847123,0.4811441814847123,0.508849236197942,0.1698342708530269,1,0,0,1,0,0.4811441814847123,6.846512255003225e-07,0.1698342708530269,0.003144153965656207,0.0037806861547622053,0.006592509213115118,0.008654869213249875,0.008654869213249875,1.0,1.0,15.324576841310938,0.75,16.43839004488965,0,0,0,0,0,0,0,0,0,1,0,moderate,0.0,0.9703389830508474,1.0,0.6396186440677966,1.0,1.0,0.8738665254237288,4.881355932203389,4.495466101694915
2022__q4__debt_domestic_debt_principal_repayment,2022,Q4,4,2022__q4,Debt,domestic_debt,debt_domestic_debt_principal_repayment,unspecified,50441.0,50441.0,50441.0,50441.0,50441.0,,1,1,1,1,1,50441.0,41924.0,31997.0,,8517.0,18444.0,,0.2031533250644022,0.5764290402225208,,46182.5,6022.428455365825,41454.0,9230.97822551868,-0.1118970204011571,0.1118970204011571,0.6399402508590996,-0.1928067035025101,1,0,0,1,0,0.1118970204011571,1.592255192842252e-07,0.1928067035025101,0.0035694442492536145,0.0032436884087743206,0.005656128238093442,0.009653521800398846,0.009653521800398846,1.0,1.0,15.329319053518503,0.75,16.43839004488965,0,0,0,0,0,0,0,0,0,1,0,moderate,0.0,0.9830508474576272,1.0,0.6440677966101696,1.0,1.0,0.8754237288135593,4.932203389830509,4.501694915254237
